REFERENCE	 DEGRADED	 PESQMOS	 MOSLQO	 SAMPLE_FREQ	 MODE
sba/vent_sGain6_nGain-0.89_SNR5.9999_beta1/s.wav	 sba/vent_sGain6_nGain-0.89_SNR5.9999_beta1/prop.wav	 3.121	 3.002	 16000	nb
sba/vent_sGain6_nGain-0.89_SNR5.9999_beta3/s.wav	 sba/vent_sGain6_nGain-0.89_SNR5.9999_beta3/west.wav	 3.159	 3.060	 16000	nb
sba/vent_sGain6_nGain-0.89_SNR5.9999_beta3/s.wav	 sba/vent_sGain6_nGain-0.89_SNR5.9999_beta3/prop.wav	 3.122	 3.005	 16000	nb
sba/vent_sGain6_nGain-0.89_SNR5.9999_beta6/s.wav	 sba/vent_sGain6_nGain-0.89_SNR5.9999_beta6/west.wav	 3.158	 3.058	 16000	nb
sba/vent_sGain6_nGain-0.89_SNR5.9999_beta6/s.wav	 sba/vent_sGain6_nGain-0.89_SNR5.9999_beta6/prop.wav	 3.124	 3.008	 16000	nb
sba/vent_sGain6_nGain-0.89_SNR5.9999_beta9/s.wav	 sba/vent_sGain6_nGain-0.89_SNR5.9999_beta9/west.wav	 3.143	 3.036	 16000	nb
sba/vent_sGain6_nGain-0.89_SNR5.9999_beta9/s.wav	 sba/vent_sGain6_nGain-0.89_SNR5.9999_beta9/prop.wav	 3.126	 3.010	 16000	nb
sba/vent_sGain6_nGain-6.89_SNR11.9999_beta1/s.wav	 sba/vent_sGain6_nGain-6.89_SNR11.9999_beta1/sn.wav	 3.273	 3.229	 16000	nb
sba/vent_sGain6_nGain-6.89_SNR11.9999_beta1/s.wav	 sba/vent_sGain6_nGain-6.89_SNR11.9999_beta1/west.wav	 3.350	 3.341	 16000	nb
sba/vent_sGain6_nGain-6.89_SNR11.9999_beta1/s.wav	 sba/vent_sGain6_nGain-6.89_SNR11.9999_beta1/prop.wav	 3.379	 3.383	 16000	nb
sba/vent_sGain6_nGain-6.89_SNR11.9999_beta3/s.wav	 sba/vent_sGain6_nGain-6.89_SNR11.9999_beta3/west.wav	 3.384	 3.390	 16000	nb
sba/vent_sGain6_nGain-6.89_SNR11.9999_beta3/s.wav	 sba/vent_sGain6_nGain-6.89_SNR11.9999_beta3/prop.wav	 3.380	 3.385	 16000	nb
sba/vent_sGain6_nGain-6.89_SNR11.9999_beta6/s.wav	 sba/vent_sGain6_nGain-6.89_SNR11.9999_beta6/west.wav	 3.408	 3.425	 16000	nb
sba/vent_sGain6_nGain-6.89_SNR11.9999_beta6/s.wav	 sba/vent_sGain6_nGain-6.89_SNR11.9999_beta6/prop.wav	 3.382	 3.387	 16000	nb
sba/vent_sGain6_nGain-6.89_SNR11.9999_beta9/s.wav	 sba/vent_sGain6_nGain-6.89_SNR11.9999_beta9/west.wav	 3.400	 3.414	 16000	nb
sba/vent_sGain6_nGain-6.89_SNR11.9999_beta9/s.wav	 sba/vent_sGain6_nGain-6.89_SNR11.9999_beta9/prop.wav	 3.382	 3.388	 16000	nb
sba/vent_sGain6_nGain-12.89_SNR17.9999_beta1/s.wav	 sba/vent_sGain6_nGain-12.89_SNR17.9999_beta1/sn.wav	 3.535	 3.602	 16000	nb
sba/vent_sGain6_nGain-12.89_SNR17.9999_beta1/s.wav	 sba/vent_sGain6_nGain-12.89_SNR17.9999_beta1/west.wav	 3.602	 3.692	 16000	nb
sba/vent_sGain6_nGain-12.89_SNR17.9999_beta1/s.wav	 sba/vent_sGain6_nGain-12.89_SNR17.9999_beta1/prop.wav	 3.676	 3.787	 16000	nb
sba/vent_sGain6_nGain-12.89_SNR17.9999_beta3/s.wav	 sba/vent_sGain6_nGain-12.89_SNR17.9999_beta3/west.wav	 3.626	 3.723	 16000	nb
sba/vent_sGain6_nGain-12.89_SNR17.9999_beta3/s.wav	 sba/vent_sGain6_nGain-12.89_SNR17.9999_beta3/prop.wav	 3.677	 3.789	 16000	nb
sba/vent_sGain6_nGain-12.89_SNR17.9999_beta6/s.wav	 sba/vent_sGain6_nGain-12.89_SNR17.9999_beta6/west.wav	 3.656	 3.762	 16000	nb
sba/vent_sGain6_nGain-12.89_SNR17.9999_beta6/s.wav	 sba/vent_sGain6_nGain-12.89_SNR17.9999_beta6/prop.wav	 3.679	 3.790	 16000	nb
sba/vent_sGain6_nGain-12.89_SNR17.9999_beta9/s.wav	 sba/vent_sGain6_nGain-12.89_SNR17.9999_beta9/west.wav	 3.668	 3.777	 16000	nb
sba/vent_sGain6_nGain-12.89_SNR17.9999_beta9/s.wav	 sba/vent_sGain6_nGain-12.89_SNR17.9999_beta9/prop.wav	 3.679	 3.791	 16000	nb
sba/vent_sGain6_nGain-18.89_SNR23.9999_beta1/s.wav	 sba/vent_sGain6_nGain-18.89_SNR23.9999_beta1/sn.wav	 3.779	 3.913	 16000	nb
sba/vent_sGain6_nGain-18.89_SNR23.9999_beta1/s.wav	 sba/vent_sGain6_nGain-18.89_SNR23.9999_beta1/west.wav	 3.914	 4.065	 16000	nb
sba/vent_sGain6_nGain-18.89_SNR23.9999_beta1/s.wav	 sba/vent_sGain6_nGain-18.89_SNR23.9999_beta1/prop.wav	 3.988	 4.142	 16000	nb
sba/vent_sGain6_nGain-18.89_SNR23.9999_beta3/s.wav	 sba/vent_sGain6_nGain-18.89_SNR23.9999_beta3/west.wav	 3.931	 4.083	 16000	nb
sba/vent_sGain6_nGain-18.89_SNR23.9999_beta3/s.wav	 sba/vent_sGain6_nGain-18.89_SNR23.9999_beta3/prop.wav	 3.989	 4.143	 16000	nb
sba/vent_sGain6_nGain-18.89_SNR23.9999_beta6/s.wav	 sba/vent_sGain6_nGain-18.89_SNR23.9999_beta6/west.wav	 3.946	 4.098	 16000	nb
sba/vent_sGain6_nGain-18.89_SNR23.9999_beta6/s.wav	 sba/vent_sGain6_nGain-18.89_SNR23.9999_beta6/prop.wav	 3.990	 4.144	 16000	nb
sba/vent_sGain6_nGain-18.89_SNR23.9999_beta9/s.wav	 sba/vent_sGain6_nGain-18.89_SNR23.9999_beta9/west.wav	 3.952	 4.106	 16000	nb
sba/vent_sGain6_nGain-18.89_SNR23.9999_beta9/s.wav	 sba/vent_sGain6_nGain-18.89_SNR23.9999_beta9/prop.wav	 3.990	 4.144	 16000	nb
Cocktail noise
sba/cocktail_sGain6_nGain17.74_SNR0.0056462_beta1/s.wav	 sba/cocktail_sGain6_nGain17.74_SNR0.0056462_beta1/sn.wav	 1.849	 1.521	 16000	nb
sba/cocktail_sGain6_nGain17.74_SNR0.0056462_beta1/s.wav	 sba/cocktail_sGain6_nGain17.74_SNR0.0056462_beta1/west.wav	 1.814	 1.497	 16000	nb
sba/cocktail_sGain6_nGain17.74_SNR0.0056462_beta1/s.wav	 sba/cocktail_sGain6_nGain17.74_SNR0.0056462_beta1/prop.wav	 1.864	 1.531	 16000	nb
sba/cocktail_sGain6_nGain17.74_SNR0.0056462_beta3/s.wav	 sba/cocktail_sGain6_nGain17.74_SNR0.0056462_beta3/west.wav	 1.879	 1.541	 16000	nb
sba/cocktail_sGain6_nGain17.74_SNR0.0056462_beta3/s.wav	 sba/cocktail_sGain6_nGain17.74_SNR0.0056462_beta3/prop.wav	 1.864	 1.531	 16000	nb
sba/cocktail_sGain6_nGain17.74_SNR0.0056462_beta6/s.wav	 sba/cocktail_sGain6_nGain17.74_SNR0.0056462_beta6/west.wav	 1.912	 1.565	 16000	nb
sba/cocktail_sGain6_nGain17.74_SNR0.0056462_beta6/s.wav	 sba/cocktail_sGain6_nGain17.74_SNR0.0056462_beta6/prop.wav	 1.864	 1.531	 16000	nb
sba/cocktail_sGain6_nGain17.74_SNR0.0056462_beta9/s.wav	 sba/cocktail_sGain6_nGain17.74_SNR0.0056462_beta9/west.wav	 1.950	 1.593	 16000	nb
sba/cocktail_sGain6_nGain17.74_SNR0.0056462_beta9/s.wav	 sba/cocktail_sGain6_nGain17.74_SNR0.0056462_beta9/prop.wav	 1.864	 1.531	 16000	nb
sba/cocktail_sGain6_nGain11.74_SNR6.0056_beta1/s.wav	 sba/cocktail_sGain6_nGain11.74_SNR6.0056_beta1/sn.wav	 2.129	 1.741	 16000	nb
sba/cocktail_sGain6_nGain11.74_SNR6.0056_beta1/s.wav	 sba/cocktail_sGain6_nGain11.74_SNR6.0056_beta1/west.wav	 2.178	 1.786	 16000	nb
sba/cocktail_sGain6_nGain11.74_SNR6.0056_beta1/s.wav	 sba/cocktail_sGain6_nGain11.74_SNR6.0056_beta1/prop.wav	 2.137	 1.748	 16000	nb
sba/cocktail_sGain6_nGain11.74_SNR6.0056_beta3/s.wav	 sba/cocktail_sGain6_nGain11.74_SNR6.0056_beta3/west.wav	 2.203	 1.811	 16000	nb
sba/cocktail_sGain6_nGain11.74_SNR6.0056_beta3/s.wav	 sba/cocktail_sGain6_nGain11.74_SNR6.0056_beta3/prop.wav	 2.137	 1.748	 16000	nb
sba/cocktail_sGain6_nGain11.74_SNR6.0056_beta6/s.wav	 sba/cocktail_sGain6_nGain11.74_SNR6.0056_beta6/west.wav	 2.238	 1.845	 16000	nb
sba/cocktail_sGain6_nGain11.74_SNR6.0056_beta6/s.wav	 sba/cocktail_sGain6_nGain11.74_SNR6.0056_beta6/prop.wav	 2.137	 1.748	 16000	nb
sba/cocktail_sGain6_nGain11.74_SNR6.0056_beta9/s.wav	 sba/cocktail_sGain6_nGain11.74_SNR6.0056_beta9/west.wav	 2.250	 1.857	 16000	nb
sba/cocktail_sGain6_nGain11.74_SNR6.0056_beta9/s.wav	 sba/cocktail_sGain6_nGain11.74_SNR6.0056_beta9/prop.wav	 2.137	 1.748	 16000	nb
sba/cocktail_sGain6_nGain5.74_SNR12.0056_beta1/s.wav	 sba/cocktail_sGain6_nGain5.74_SNR12.0056_beta1/sn.wav	 2.483	 2.114	 16000	nb
sba/cocktail_sGain6_nGain5.74_SNR12.0056_beta1/s.wav	 sba/cocktail_sGain6_nGain5.74_SNR12.0056_beta1/west.wav	 2.512	 2.150	 16000	nb
sba/cocktail_sGain6_nGain5.74_SNR12.0056_beta1/s.wav	 sba/cocktail_sGain6_nGain5.74_SNR12.0056_beta1/prop.wav	 2.479	 2.109	 16000	nb
sba/cocktail_sGain6_nGain5.74_SNR12.0056_beta3/s.wav	 sba/cocktail_sGain6_nGain5.74_SNR12.0056_beta3/west.wav	 2.542	 2.187	 16000	nb
sba/cocktail_sGain6_nGain5.74_SNR12.0056_beta3/s.wav	 sba/cocktail_sGain6_nGain5.74_SNR12.0056_beta3/prop.wav	 2.479	 2.109	 16000	nb
sba/cocktail_sGain6_nGain5.74_SNR12.0056_beta6/s.wav	 sba/cocktail_sGain6_nGain5.74_SNR12.0056_beta6/west.wav	 2.597	 2.257	 16000	nb
sba/cocktail_sGain6_nGain5.74_SNR12.0056_beta6/s.wav	 sba/cocktail_sGain6_nGain5.74_SNR12.0056_beta6/prop.wav	 2.479	 2.109	 16000	nb
sba/cocktail_sGain6_nGain5.74_SNR12.0056_beta9/s.wav	 sba/cocktail_sGain6_nGain5.74_SNR12.0056_beta9/west.wav	 2.622	 2.290	 16000	nb
sba/cocktail_sGain6_nGain5.74_SNR12.0056_beta9/s.wav	 sba/cocktail_sGain6_nGain5.74_SNR12.0056_beta9/prop.wav	 2.479	 2.109	 16000	nb
sba/cocktail_sGain6_nGain-0.26_SNR18.0056_beta1/s.wav	 sba/cocktail_sGain6_nGain-0.26_SNR18.0056_beta1/sn.wav	 2.842	 2.591	 16000	nb
sba/cocktail_sGain6_nGain-0.26_SNR18.0056_beta1/s.wav	 sba/cocktail_sGain6_nGain-0.26_SNR18.0056_beta1/west.wav	 2.841	 2.591	 16000	nb
sba/cocktail_sGain6_nGain-0.26_SNR18.0056_beta1/s.wav	 sba/cocktail_sGain6_nGain-0.26_SNR18.0056_beta1/prop.wav	 2.829	 2.573	 16000	nb
sba/cocktail_sGain6_nGain-0.26_SNR18.0056_beta3/s.wav	 sba/cocktail_sGain6_nGain-0.26_SNR18.0056_beta3/west.wav	 2.867	 2.627	 16000	nb
sba/cocktail_sGain6_nGain-0.26_SNR18.0056_beta3/s.wav	 sba/cocktail_sGain6_nGain-0.26_SNR18.0056_beta3/prop.wav	 2.829	 2.573	 16000	nb
sba/cocktail_sGain6_nGain-0.26_SNR18.0056_beta6/s.wav	 sba/cocktail_sGain6_nGain-0.26_SNR18.0056_beta6/west.wav	 2.903	 2.679	 16000	nb
sba/cocktail_sGain6_nGain-0.26_SNR18.0056_beta6/s.wav	 sba/cocktail_sGain6_nGain-0.26_SNR18.0056_beta6/prop.wav	 2.829	 2.573	 16000	nb
sba/cocktail_sGain6_nGain-0.26_SNR18.0056_beta9/s.wav	 sba/cocktail_sGain6_nGain-0.26_SNR18.0056_beta9/west.wav	 2.919	 2.702	 16000	nb
sba/cocktail_sGain6_nGain-0.26_SNR18.0056_beta9/s.wav	 sba/cocktail_sGain6_nGain-0.26_SNR18.0056_beta9/prop.wav	 2.829	 2.573	 16000	nb
sba/cocktail_sGain6_nGain-6.26_SNR24.0056_beta1/s.wav	 sba/cocktail_sGain6_nGain-6.26_SNR24.0056_beta1/sn.wav	 3.131	 3.017	 16000	nb
sba/cocktail_sGain6_nGain-6.26_SNR24.0056_beta1/s.wav	 sba/cocktail_sGain6_nGain-6.26_SNR24.0056_beta1/west.wav	 3.130	 3.015	 16000	nb
sba/cocktail_sGain6_nGain-6.26_SNR24.0056_beta1/s.wav	 sba/cocktail_sGain6_nGain-6.26_SNR24.0056_beta1/prop.wav	 3.117	 2.997	 16000	nb
sba/cocktail_sGain6_nGain-6.26_SNR24.0056_beta3/s.wav	 sba/cocktail_sGain6_nGain-6.26_SNR24.0056_beta3/west.wav	 3.136	 3.025	 16000	nb
sba/cocktail_sGain6_nGain-6.26_SNR24.0056_beta3/s.wav	 sba/cocktail_sGain6_nGain-6.26_SNR24.0056_beta3/prop.wav	 3.117	 2.997	 16000	nb
sba/cocktail_sGain6_nGain-6.26_SNR24.0056_beta6/s.wav	 sba/cocktail_sGain6_nGain-6.26_SNR24.0056_beta6/west.wav	 3.186	 3.099	 16000	nb
sba/cocktail_sGain6_nGain-6.26_SNR24.0056_beta6/s.wav	 sba/cocktail_sGain6_nGain-6.26_SNR24.0056_beta6/prop.wav	 3.117	 2.997	 16000	nb
sba/cocktail_sGain6_nGain-6.26_SNR24.0056_beta9/s.wav	 sba/cocktail_sGain6_nGain-6.26_SNR24.0056_beta9/west.wav	 3.191	 3.108	 16000	nb
sba/cocktail_sGain6_nGain-6.26_SNR24.0056_beta9/s.wav	 sba/cocktail_sGain6_nGain-6.26_SNR24.0056_beta9/prop.wav	 3.117	 2.997	 16000	nb
